Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
17MY-127,0.1,1.09,,,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
17MY-129,0,0.91,-1.05,-6.17,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
17MY-130,0.02,0.7,,,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
17MY-132,0.02,0.95,-1.3,-7.79,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-143,0.05,0.97,-1.24,-5.51,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-145.5,,0.45,-2.4,-5.95,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-147.5,0.2,0.88,-1.5,-6.3,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-150,0.4,0.79,-1.62,-5.91,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-151,,0.33,-2.6,-6.53,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-153,0.41,0.9,-1.18,-5.46,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-154.5,0.32,0.82,-1.33,-5.27,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-156,0.26,0.86,-1.11,-5.91,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-157.5,0.02,0.9,-0.88,-5.35,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-160,0,0.98,-0.85,-4.72,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-162,0.05,0.96,-0.51,-4.69,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-164,0.04,1,-0.51,-4.16,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-165.8,0.09,1.02,-1.17,-4.83,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-168,0.46,1.01,-0.71,-4.96,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-170.5,0.17,0.97,-0.78,-5.01,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-172,0.19,0.91,-0.75,-4.32,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-174,0.14,0.92,-0.93,-6.26,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-176.4,0.26,0.98,-0.74,-5.45,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-178,0.04,0.89,-0.63,-4.92,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-180,0.07,0.94,-0.73,-5.86,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-181.5,0.11,0.98,-0.89,-5.31,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-184,0,0.91,-1.06,-5.1,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-186.5,0.15,0.95,-0.84,-4.82,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-188.2,0.24,0.94,-1.07,-4.98,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-189.5,0,0.85,-1.04,-4.75,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-191,0.06,0.89,-0.57,-4.57,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-193,0.21,0.93,-0.75,-5.62,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
18MY-195,0.14,0.82,-0.92,-18.93,1635,"Wei et al., 2021",https://doi.org/10.1029/2020GC009612
XT-101,0.222,0.011396011,-4.11,,525,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-103,0.297,0.021981473,-0.94,,525.3493172,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-105,0.651,0.022821855,-0.1,,525.9780883,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-106,0.916,0.008598452,-0.22,,526.1876786,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-107,0.454,0.008787346,-0.24,,526.5369959,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-109,1.239,0.008626639,3.71,,527.0609717,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-110,0.142,0.006154604,4.16,,527.2356304,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-111,,0.004918033,5.52,,527.9342648,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-115,0.15,0.007267442,5.68,,529.7507145,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-116,0.003,0.005880623,5.92,,530.449349,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-117,0.265,0.010611956,7.22,,530.9383931,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-120,0.106,0.01010101,7.06,,532.2308669,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-121,0.053,0.007419184,6.69,,532.5801842,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-125,0.051,0.00698324,6.66,,534.501429,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-126,,0.008572128,6.62,,534.9206097,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-130,0.086,0.005386273,6.71,,537.0863766,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-131,0.037,0.012092534,6.94,,537.4356939,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-135,0.138,0.008457375,7.15,,539.4617339,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-136,0.187,0.008581586,6.92,,540.0206415,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-138,0.105,0.005922767,7.11,,540.9288663,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-140,0.166,0.019777879,5.96,,541.8021594,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-141,0.184,0.138382611,6.27,,542.2912036,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-143,,0.005302789,6.72,,543.2692918,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-145,,0.005349501,6.53,,544.6665608,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-146,0.279,0.004604052,5.87,,545.1905367,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-149,,0.005938883,4.63,,546.5878057,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-151,0.305,0.030963439,2.15,,547.4960305,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-153,,0.006014873,1.05,,547.9850746,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-155,,0.005328218,1.37,,548.6138457,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-156,0.848,0.028122415,1.05,,548.823436,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-158,,0.014849755,-1.36,,549.3474119,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-161,1.036,0.054615927,0.02,,550.3604319,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-165,,0,-6.44,,551.1638615,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-166,0.414,0.004476276,-8.74,,551.5131788,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-169,,0.1171875,-2.89,,552.4214036,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-171,,0.027472527,-5.21,,552.9104478,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-173,2.669,0.112781955,-1.89,,553.5392188,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-176,0.428,0.069651741,-3.55,,554.1679898,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-179,,0.010582011,-2.97,,555.285805,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-181,2.859,0.004380201,-4.86,,556.1590981,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-184,2.75,0,-8.81,,557.3817085,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-186,,0.002370792,-5.52,,558.1851381,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-189,,0.166034156,-2.03,,559.2330899,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-191,,0.004844961,-8.39,,559.9317244,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-192,0.386,0.014395393,-1.4,,560.106383,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-194,,0.012800819,-4.39,,560.8050175,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-196,,0.056332556,-4.39,,561.503652,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-199,,0.241046832,,,562.8659892,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-201,,0.025932156,-4.38,,563.4947602,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-204,,0.432661028,-4.32,,563.7043506,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-206,,0.024630542,-10.43,,564.2632582,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-209,,0.457957958,-5.87,,564.6475071,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-211,,0.023310023,,,565.2762782,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-212,,0.057077626,-4.84,,565.6605272,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-214,,0.228310502,-4.41,,566.1146396,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-216,,0.049095607,-10.37,,566.7434106,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-221,,0,-4.73,,568.3852017,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-226,,0.24691358,,,569.992061,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-231,0.158,0.56178276,-4.22,,574.5681169,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-234,0.28,0.589099955,-5.27,,575.3715465,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-236,,0,,,575.8955224,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-238,,0.195652174,-5.51,,585.0825659,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-241,,0.382352941,-4.86,,586.2353128,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-243,,0.480367586,-5.83,,586.7942204,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-246,,0.478547855,-7.27,,588.2264211,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-248,,0.584988962,-7.22,,589.0997142,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-253,5.089,0.362318841,-13.51,,591.789457,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-256,0.2,0.568491714,-9.11,,592.6627501,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-259,0.272,0.61473845,-12.18,,594.2696094,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-262,2.162,0.077220077,-5.81,,595.8066053,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-265,0.247,0.596043075,-2.29,,596.2607177,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-268,0.444,0.587008997,-0.8,,597.238806,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-270,,0.587410135,0.19,,597.9723722,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-273,,0.582162068,1.1,,598.6011432,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-276,0.288,0.583391325,0.65,,599.3347094,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-279,0.635,0.578132559,0.9,,600.9765005,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-282,2.389,0.570909091,0.6,,602.7230867,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-285,,0.586622807,1.35,,605.5176246,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-288,,0.600306866,0.84,,607.6135281,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-291,0.221,0.588581519,0.86,,609.0806605,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-294,,0.586219336,0.78,,610.8621785,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-297,1.037,0.589182228,2.26,,612.8882185,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-298,0.566,,2.27,,635,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-300,,0.575372834,1.43,,614.9841219,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-301,,0.603728408,2.64,,615.612893,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-303,,0.595371407,3.03,,616.4163226,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-304,1.091,0.594256034,2.5,,617.1848206,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-306,,0.593837535,2.64,,618.5820896,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-308,0.182,0.595537661,2.17,,619.664973,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-311,,0.591133005,1.83,,621.5512861,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-312,,0.597004672,2.98,,622.4245792,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-313,0.875,0.58893789,1.3,,629.4109241,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-314,,0.589065256,1.3,,630.1095586,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-315,0.608,0.598599256,1.25,,630.8081931,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-316,0.67,0.583664961,0.82,,631.5068276,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-317,0.744,0.59470124,1.15,,632.2054621,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-318,1.436,0.577130529,0.96,,632.9040965,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-319,0.651,0.601017106,0.11,,633.602731,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
XT-321,0.405,0.58747412,0.9,,635,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-39,0.124,0.969028625,0.46,,525,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-45,0.147,0.96969697,2.94,,529.3433084,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-49,0.161,0.972796143,2.81,,532.635079,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-57,0.142,0.985029463,2.82,,541.5502909,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-61,,0.990237099,2.31,,543.584788,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-63,,0.973190764,2.65,,543.7448047,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
YJH-65,0.124,0.958743554,2.78,,544.6134663,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-38,0.2,0.104166667,4.31,,545.3906899,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-37,,0.008355321,3.38,,546.0307564,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-33,,0.092391304,4.85,,548.3167082,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-31,0.179,0.502386335,4.54,,557.0947631,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-29,,0.009689922,4.16,,558.8320865,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-26,0.245,0.075715347,4.2,,561.2094763,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-25,,0.099867523,4.72,,561.8952618,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-21,0.183,0.105109351,5.67,,565.2327515,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-19,,0.06933418,3.36,,567.0615129,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-17,,0.940785405,1.64,,568.8902743,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-16,0.192,0.968342644,2.23,,570.3075644,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-15,,,5.04,,571.2219451,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-13,,,3.07,,572.6849543,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-11,0.138,0.953153989,2.51,,573.8279302,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-09,,0.978564772,3.02,,574.6508728,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-07,,0.964129073,2.77,,575.7938487,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-06,0.158,,2.46,,576.0681629,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-05,,0.962078652,2.54,,576.5253533,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
WH-03,,0.982985305,-0.74,,577.1197007,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-01,,0.354282193,-9.2,,582.1487947,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-03,0.137,0.412735849,-8.6,,582.3316708,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-05,0.07,0.019715727,-8.24,,582.6974231,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-07,0.074,0.025466893,-8.15,,583.2003325,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-09,0.105,0.050224303,-8.23,,583.6118038,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-11,0.043,0.042077771,-8.24,,583.79468,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-13,0.08,0.020267722,-8.22,,583.9318371,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-15,0.178,0.011677877,-8.19,,584.2975894,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-17,0.289,0.023306697,-8.45,,584.6633416,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-19,0.24,0.018181818,-8.26,,585.120532,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-21,0.318,0.117535651,-8.34,,585.8977556,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-23,,0.027008446,-8.39,,587.2236076,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-27,0.172,0.138432917,-8.71,,587.2236076,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-29,0.361,0.034150885,-8.87,,589.2809643,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-31,0.488,0.029797378,-8.98,,590.1039069,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-33,0.247,0.069714656,-9.06,,591.3840399,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-37,0.251,0.858798736,-9.03,,592.2984206,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-39,0.331,0.957409363,-8.71,,593.6699917,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-41,0.443,0.97294686,-7.09,,594.3100582,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-43,0.5,0.971985614,-4.71,,594.9044057,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-45,0.698,0.97309417,-0.82,,595.4987531,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-51,0.27,0.979890934,-1.2,,596.2302577,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLWU-56,0.429,0.962698848,3.01,,596.687448,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-49,0.46,,3.52,,596.8703242,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-49-1,1.092,,3.52,,597.0074813,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-48,0.411,1.301625366,3.63,,597.1446384,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-47,0.353,1.23019722,4.02,,601.2136326,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-46,0.559,1.313131313,4.16,,601.3965087,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-45,0.551,1.239680083,4.49,,601.8536991,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-44,0.573,,4.27,,602.9052369,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-43,0.581,1.22913301,4.72,,602.996675,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-41,0.455,1.216136631,1.28,,604.8254364,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-39-1,,1.123506874,3.95,,605.9684123,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-37,,0.98245614,5.45,,618.9983375,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-33,0.54,1.115721531,3.69,,621.0556941,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-31,0.285,1.25748503,4.27,,623.7988362,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-29,0.233,1.25383671,2.56,,626.039069,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-27,0.511,1.216505895,3.21,,626.5419784,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-25,0.238,0.944189602,1.78,,627.4563591,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-23,0.429,0.806598407,-2.09,,628.1421446,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-21,0.878,0.8112541,1.81,,631.5253533,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-20,0.588,0.787657328,2.81,,632.3482959,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-18,0.716,0.856077147,3.05,,632.8054863,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-16,0.327,0.030446194,-37.33,,633.2626766,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-13,,0.688313526,-6.67,,633.5369909,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-11,0.378,0.575254339,-3.4,,634.0627598,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-7,0.653,0.682800346,-3.4,,634.337074,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-5,0.487,0.827192982,-3.26,,634.4056525,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-3,0.975,0.744418784,-2.99,,634.5885287,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
JLW-1,,0.317181648,-3.31,,634.7942643,"Wei et al., 2024",https://doi.org/10.1016/j.gloplacha.2024.104522
GR9-564,0,0.01,5.33,-8.32,786.86,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-560,0,0.01,5.51,-7.15,786.99,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-407,0,0.08,6.02,-6.99,792.41,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-384,0,0.09,6.59,-4.74,792.92,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-381,0,0.01,5.12,-7.89,793.03,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-369.5,0,0.01,5.24,-7.46,793.4,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-348,0,0.01,5.15,-7.15,794.13,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-344,0,0.01,5.51,-6.72,794.28,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-340,0.12,0.01,5.37,-7.84,794.48,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-337.4,0.14,0.01,5.15,-7.94,794.61,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-333.5,0.15,0.01,4.87,-8.34,794.77,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-329,0.08,0.01,4.98,-7.15,795.02,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-320,0.32,0,5.17,-6.94,795.4,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-302,0,0.01,4.76,-7.78,795.62,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-315.5,0.34,0.01,5.05,-6.48,795.82,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-297,0.28,0.01,5.06,-6.16,796.12,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-292,0.25,0.01,4.69,-7.77,796.32,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
GR9-288.7,0.02,0.02,5.26,-6.6,796.26,"Wörndle et al., 2019",https://doi.org/10.1016/j.chemgeo.2019.06.015
